Property name,Property price,Property type,Property area,Property locality/Type (if locality not provided),Property link,Property City
SNR Verity,₹ 27.06 - 53.57 L,1 BHK,625 - 745 sq.ft.,1 BHK,https://www.99acres.com/snr-verity-sarjapur-bangalore-east-npxid-r34798,Bangalore
SNR Windmill,₹ 47.34 - 62.54 L,2 BHK,"1,080 - 1,195 sq.ft.",2 BHK,https://www.99acres.com/snr-windmill-bannerghatta-road-bangalore-south-npxid-r34772,Bangalore
Abhee Siliconshine,₹ 78 L - 1.15 Cr,2 BHK,"1,145 - 1,695 sq.ft.",2 BHK,https://www.99acres.com/abhee-siliconshine-sarjapur-road-bangalore-east-npxid-r384127,Bangalore
Mahaveer Palatium,₹ 35 - 72 L,Land,"1,200 - 2,400 sq.ft.",Land,https://www.99acres.com/mahaveer-palatium-jigani-bangalore-south-npxid-r63835,Bangalore
SBR Earth and Sky,₹ 1.8 - 2.58 Cr,3 BHK,"2,259 - 3,243 sq.ft.",3 BHK,https://www.99acres.com/sbr-earth-and-sky-whitefield-bangalore-east-npxid-r401357,Bangalore
Total Environment Pursuit Of A Radical Rhapsody,₹ 2.93 - 9.29 Cr,3 BHK,"2,753 - 4,303 sq.ft.",3 BHK,https://www.99acres.com/total-environment-pursuit-of-a-radical-rhapsody-itpl-bangalore-east-npxid-r24198,Bangalore
Scioni Villa Rica,₹ 2.54 - 3.68 Cr,5 BHK,"3,261 - 4,700 sq.ft.",5 BHK,https://www.99acres.com/scioni-villa-rica-yelahanka-bangalore-north-npxid-r335163,Bangalore
Kinglife Bel Air,₹ 3.94 - 4.07 Cr,3 BHK,"1,938 - 2,894 sq.ft.",3 BHK,https://www.99acres.com/kinglife-bel-air-koramangala-bangalore-south-npxid-r393347,Bangalore
Ruchira Park East,₹ 1.06 - 1.77 Cr,2 BHK,"916 - 1,530 sq.ft.",2 BHK,https://www.99acres.com/ruchira-park-east-whitefield-bangalore-east-npxid-r404606,Bangalore
Ajmera Lakeside Paradise,₹ 44.19 L - 1.01 Cr,1 BHK,594 - 630 sq.ft.,1 BHK,https://www.99acres.com/ajmera-lakeside-paradise-yelahanka-bangalore-north-npxid-r270959,Bangalore
Mahaveer Carnation,₹ 69.41 - 77.09 L,2 BHK,"1,157 - 1,285 sq.ft.",2 BHK,https://www.99acres.com/mahaveer-carnation-kanakapura-road-bangalore-south-npxid-r8778,Bangalore
Mahaveer Sitara,₹ 1.94 - 2.68 Cr,2 BHK,"1,434 - 1,531 sq.ft.",2 BHK,https://www.99acres.com/mahaveer-sitara-5th-phase-jp-nagar-bangalore-south-npxid-r63825,Bangalore
Mahaveer Celesse,₹ 74.41 L - 1.01 Cr,2 BHK,"1,175 - 1,214 sq.ft.",2 BHK,https://www.99acres.com/mahaveer-celesse-yelahanka-bangalore-north-npxid-r263821,Bangalore
Mahaveer Highlands,₹ 35.58 - 79.9 L,1 BHK,423.45 - 425.61 sq.ft.,1 BHK,https://www.99acres.com/mahaveer-highlands-kengeri-bangalore-west-npxid-r399160,Bangalore
Mahaveer Edenfield,₹ 81.04 L - 2.03 Cr,Land,"1,200 - 3,000 sq.ft.",Land,https://www.99acres.com/mahaveer-edenfield-electronic-city-phase-2-bangalore-south-npxid-r367192,Bangalore
Mahaveer Camelia,₹ 38.46 - 73.79 L,1 BHK,577 sq.ft.,1 BHK,https://www.99acres.com/mahaveer-camelia-hoodi-bangalore-east-npxid-r400755,Bangalore
Mahaveer Grandis,₹ 1.01 - 1.37 Cr,3 BHK,"1,122 - 1,525 sq.ft.",3 BHK,https://www.99acres.com/mahaveer-grandis-7th-phase-jp-nagar-bangalore-south-npxid-r351859,Bangalore
Mahaveer Northscape,₹ 43.95 - 94.75 L,1 BHK,711 - 752 sq.ft.,1 BHK,https://www.99acres.com/mahaveer-northscape-devanahalli-bangalore-north-npxid-r346409,Bangalore
Radiant Kaira,₹ 33.81 - 38.12 L,2 BHK,"980 - 1,105 sq.ft.",2 BHK,https://www.99acres.com/radiant-kaira-chandapura-bangalore-south-npxid-r376963,Bangalore
Total Environment In That Quiet Earth,₹ 1.4 - 5.15 Cr,2 BHK,"934 - 1,431 sq.ft.",2 BHK,https://www.99acres.com/total-environment-in-that-quiet-earth-hennur-road-bangalore-north-npxid-r306863,Bangalore
Shivaganga AR Prakruthi,₹ 71.48 L - 1.02 Cr,2 BHK,"1,175 - 1,463 sq.ft.",2 BHK,https://www.99acres.com/shivaganga-ar-prakruthi-uttarahalli-bangalore-south-npxid-r410401,Bangalore
Keya Life By The Lake,₹ 4.5 - 6.29 Cr,4 BHK,"3,300 - 4,450 sq.ft.",4 BHK,https://www.99acres.com/keya-life-by-the-lake-hebbal-bangalore-north-npxid-r178479,Bangalore
Pride Altius,₹ 68.13 L - 1.24 Cr,2 BHK,671.46 - 675.98 sq.ft.,2 BHK,https://www.99acres.com/pride-altius-tumkur-road-bangalore-west-npxid-r412257,Bangalore
DSR Green Waters,₹ 72.28 L - 1.09 Cr,2 BHK,"1,004 - 1,235 sq.ft.",2 BHK,https://www.99acres.com/dsr-green-waters-gunjur-bangalore-east-npxid-r402596,Bangalore
Nivara Viento,₹ 1.25 - 1.41 Cr,3 BHK,"2,079 - 2,347 sq.ft.",3 BHK,https://www.99acres.com/nivara-viento-rajankunte-bangalore-north-npxid-r407589,Bangalore
Sattva East Crest,₹ 1 Cr,1 BHK,598 sq.ft.,1 BHK,https://www.99acres.com/sattva-east-crest-old-madras-road-bangalore-east-npxid-r87517,Bangalore
Sattva Divinity,₹ 58.73 L - 1.69 Cr,1 BHK,606 - 752 sq.ft.,1 BHK,https://www.99acres.com/sattva-divinity-mysore-road-bangalore-west-npxid-r187623,Bangalore
Godrej Splendour,₹ 71.99 L - 1.84 Cr,1 BHK,605 - 971 sq.ft.,1 BHK,https://www.99acres.com/godrej-splendour-whitefield-bangalore-east-npxid-r393040,Bangalore
Assetz Marq 3,₹ 1.38 - 2.55 Cr,3 BHK,"1,006 - 1,375.26 sq.ft.",3 BHK,https://www.99acres.com/assetz-marq-3-whitefield-bangalore-east-npxid-r385000,Bangalore
Prestige Waterford,₹ 1.19 - 4.11 Cr,1 BHK,413 - 639 sq.ft.,1 BHK,https://www.99acres.com/prestige-waterford-whitefield-bangalore-east-npxid-r368900,Bangalore
Prestige Lakeside Habitat,₹ 1.1 - 2.88 Cr,1 BHK,620 sq.ft.,1 BHK,https://www.99acres.com/prestige-lakeside-habitat-whitefield-bangalore-east-npxid-r18506,Bangalore
Shriram Chirping Grove,₹ 1.86 - 2.64 Cr,3 BHK,"1,850 - 2,628 sq.ft.",3 BHK,https://www.99acres.com/shriram-chirping-grove-sarjapur-bangalore-east-npxid-r352969,Bangalore
Purva Zenium,₹ 91.7 L - 1.34 Cr,2 BHK,"1,200 - 1,315 sq.ft.",2 BHK,https://www.99acres.com/purva-zenium-near-international-airport-bangalore-north-npxid-r324247,Bangalore
Pavani Mirabilia,₹ 77.98 L - 1.24 Cr,1 BHK,690 sq.ft.,1 BHK,https://www.99acres.com/pavani-mirabilia-whitefield-bangalore-east-npxid-r397983,Bangalore
Jhanavi Noreste,₹ 55.92 - 78.5 L,2 BHK,"1,190 - 1,295 sq.ft.",2 BHK,https://www.99acres.com/jhanavi-noreste-sarjapur-road-bangalore-east-npxid-r394930,Bangalore
Orchid Piccadilly,₹ 82.21 L - 2.04 Cr,2 BHK,"767.58 - 1,371 sq.ft.",2 BHK,https://www.99acres.com/orchid-piccadilly-thanisandra-bangalore-north-npxid-r312389,Bangalore
SNN Clermont,₹ 3.64 - 6.25 Cr,3 BHK,"2,526 - 2,635 sq.ft.",3 BHK,https://www.99acres.com/snn-clermont-hebbal-bangalore-north-npxid-r271769,Bangalore
Vaibhav Greens,₹ 14.4 - 28.8 L,Land,"1,200 - 2,400 sq.ft.",Land,https://www.99acres.com/vaibhav-greens-jangamakote-bangalore-north-npxid-r327593,Bangalore
S S Brindavanam,₹ 46.64 - 77.28 L,2 BHK,"1,014 - 1,329 sq.ft.",2 BHK,https://www.99acres.com/s-s-brindavanam-sarjapura-bangalore-east-npxid-r410399,Bangalore
Century Novus,₹ 72.35 L - 1.14 Cr,2 BHK,643.79 - 726.24 sq.ft.,2 BHK,https://www.99acres.com/century-novus-yelahanka-bangalore-north-npxid-r407588,Bangalore
RRL Nature Woods,₹ 33.12 - 67.68 L,1 BHK,690 - 790 sq.ft.,1 BHK,https://www.99acres.com/rrl-nature-woods-sarjapur-bangalore-east-npxid-r395451,Bangalore
Yesh Sri Krishna Kuteera,₹ 8.4 - 16.8 L,1 BHK,398 sq.ft.,1 BHK,https://www.99acres.com/yesh-sri-krishna-kuteera-chikkaballapur-bangalore-north-npxid-r412146,Bangalore
Godrej Ananda Phase 2,₹ 35.67 L - 1.04 Cr,1 BHK,435 sq.ft.,1 BHK,https://www.99acres.com/godrej-ananda-phase-2-bagalur-bangalore-north-npxid-r399785,Bangalore
Prestige Finsbury Park,₹ 55 L - 1.25 Cr,1 BHK,636 - 650 sq.ft.,1 BHK,https://www.99acres.com/prestige-finsbury-park-bagalur-bangalore-north-npxid-r345643,Bangalore
Munimarappa Garden,₹ 32.71 L - 1.61 Cr,Land,"818 - 4,032 sq.ft.",Land,https://www.99acres.com/munimarappa-garden-yelahanka-new-town-bangalore-north-npxid-r411891,Bangalore
Mana Verdant,₹ 1.02 - 1.57 Cr,2 BHK,738.62 sq.ft.,2 BHK,https://www.99acres.com/mana-verdant-jakkur-bangalore-north-npxid-r410656,Bangalore
Oravia The Grand Strand Address,Price on Request,2 BHK,"776.19 - 1,002.55 sq.ft.",2 BHK,https://www.99acres.com/oravia-the-grand-strand-address-hoodi-bangalore-east-npxid-r412193,Bangalore
Soulace By Modern Spaaces,₹ 2.9 - 3.81 Cr,4 BHK,"3,387 sq.ft.",4 BHK,https://www.99acres.com/soulace-by-modern-spaaces-sarjapur-road-bangalore-east-npxid-r405159,Bangalore
Aparna Maple,₹ 90 L - 1.55 Cr,2 BHK,"1,165 sq.ft.",2 BHK,https://www.99acres.com/aparna-maple-hennur-road-bangalore-north-npxid-r337005,Bangalore
Kumar Prospera,₹ 91.27 L - 1.44 Cr,2 BHK,"1,138 - 1,146 sq.ft.",2 BHK,https://www.99acres.com/kumar-prospera-hennur-road-bangalore-north-npxid-r375499,Bangalore
L and T Raintree Boulevard,₹ 1.63 - 5.4 Cr,3 BHK,"934 - 1,465 sq.ft.",3 BHK,https://www.99acres.com/l-and-t-raintree-boulevard-hebbal-bangalore-north-npxid-r249607,Bangalore
Century Wintersun,₹ 2.78 - 5.93 Cr,3 BHK,"3,972 - 4,020 sq.ft.",3 BHK,https://www.99acres.com/century-wintersun-doddaballapur-bangalore-north-npxid-r288,Bangalore
GRC Saffron Skies,₹ 2 - 2.71 Cr,3 BHK,"2,650 sq.ft.",3 BHK,https://www.99acres.com/grc-saffron-skies-kanakapura-road-bangalore-south-npxid-r411994,Bangalore
Earthsong by Manyata,₹ 63.79 L - 10.45 Cr,Land,"1,160 - 19,000 sq.ft.",Land,https://www.99acres.com/earthsong-by-manyata-devanahalli-bangalore-north-npxid-r306839,Bangalore
Provident Capella,₹ 51.3 - 88.8 L,1 BHK,570 sq.ft.,1 BHK,https://www.99acres.com/provident-capella-whitefield-bangalore-east-npxid-r334081,Bangalore
RM Green Square,₹ 27.6 - 34.5 L,Land,"1,200 - 1,500 sq.ft.",Land,https://www.99acres.com/rm-green-square-sarjapur-bangalore-east-npxid-r181285,Bangalore
Engrace by Modern Spaaces,₹ 62.01 L - 1.01 Cr,2 BHK,"1,304 - 1,657 sq.ft.",2 BHK,https://www.99acres.com/engrace-by-modern-spaaces-sarjapur-road-bangalore-east-npxid-r396682,Bangalore
Shapoorji Pallonji Parkwest 2,₹ 90.48 L - 1.42 Cr,2 BHK,751.83 - 954.04 sq.ft.,2 BHK,https://www.99acres.com/shapoorji-pallonji-parkwest-2-binny-pete-bangalore-west-npxid-r374911,Bangalore
Evantha Earthen Ambience,₹ 1.62 - 2.63 Cr,3 BHK,"2,072 - 2,476 sq.ft.",3 BHK,https://www.99acres.com/evantha-earthen-ambience-sarjapur-bangalore-east-npxid-r407931,Bangalore
SNN Raj Bay Vista,₹ 1.2 - 2.28 Cr,2 BHK,785.55 - 804.28 sq.ft.,2 BHK,https://www.99acres.com/snn-raj-bay-vista-kodichikkanahalli-bangalore-south-npxid-r401530,Bangalore
Ramky One Karnival,₹ 68.99 - 97.99 L,2 BHK,"1,035 - 1,160 sq.ft.",2 BHK,https://www.99acres.com/ramky-one-karnival-electronics-city-phase-1-bangalore-south-npxid-r352967,Bangalore
Splendid Lake Breez,₹ 56 - 93.99 L,2 BHK,"914 - 1,174 sq.ft.",2 BHK,https://www.99acres.com/splendid-lake-breez-begur-road-bangalore-south-npxid-r388716,Bangalore
Habulus Sunshine,₹ 26 - 47.39 L,2 BHK,765 - 810 sq.ft.,2 BHK,https://www.99acres.com/habulus-sunshine-hebbagodi-bangalore-south-npxid-r409749,Bangalore
Habulus Classic,₹ 19 - 49.8 L,1 BHK,549 - 591 sq.ft.,1 BHK,https://www.99acres.com/habulus-classic-kammasandra-bangalore-south-npxid-r403817,Bangalore
Habulus Enclave 2,₹ 20.5 - 51 L,1 BHK,594 - 630 sq.ft.,1 BHK,https://www.99acres.com/habulus-enclave-2-electronic-city-phase-2-bangalore-south-npxid-r403777,Bangalore
Mahaveer Turquoise,₹ 28.75 - 46.33 L,1 BHK,525.07 - 526 sq.ft.,1 BHK,https://www.99acres.com/mahaveer-turquoise-electronics-city-phase-1-bangalore-south-npxid-r291789,Bangalore
DS Max Sky Shubham,₹ 47.7 - 76.98 L,2 BHK,"712 - 1,149 sq.ft.",2 BHK,https://www.99acres.com/ds-max-sky-shubham-kr-puram-bangalore-east-npxid-r375852,Bangalore
Adarsh Savana,₹ 51 L - 1.7 Cr,Land,"1,200 - 4,000 sq.ft.",Land,https://www.99acres.com/adarsh-savana-yelahanka-bangalore-north-npxid-r370526,Bangalore
Assetz Atmos and Aura,₹ 50.19 L - 8.02 Cr,Land,"996 - 15,925 sq.ft.",Land,https://www.99acres.com/assetz-atmos-and-aura-shettigere-bangalore-north-npxid-r351857,Bangalore
Concorde Auriga,₹ 62.48 L - 1.32 Cr,2 BHK,"833 - 1,164 sq.ft.",2 BHK,https://www.99acres.com/concorde-auriga-kr-puram-bangalore-east-npxid-r335249,Bangalore
Embassy Lake Terraces,₹ 5.4 - 13.73 Cr,3 BHK,"3,500 - 3,897 sq.ft.",3 BHK,https://www.99acres.com/embassy-lake-terraces-hebbal-bangalore-north-npxid-r8574,Bangalore
Abhee Pride,₹ 59.01 - 76.85 L,2 BHK,"1,105 sq.ft.",2 BHK,https://www.99acres.com/abhee-pride-chandapura-bangalore-south-npxid-r408080,Bangalore
Abhee Kings Court,Price on Request,2 BHK,"1,255 sq.ft.",2 BHK,https://www.99acres.com/abhee-kings-court-sarjapur-road-bangalore-east-npxid-r405079,Bangalore
Purva Celestial,₹ 98.3 L - 2 Cr,2 BHK,"1,044 - 1,062 sq.ft.",2 BHK,https://www.99acres.com/purva-celestial-hosahalli-bangalore-north-npxid-r399604,Bangalore
Provident Sunworth City,₹ 54.99 - 64.99 L,2 BHK,623 sq.ft.,2 BHK,https://www.99acres.com/provident-sunworth-city-mysore-road-bangalore-west-npxid-r379240,Bangalore
Space Soahan Serenity,₹ 21.76 L - 1.7 Cr,Land,"506.33 - 3,941.64 sq.ft.",Land,https://www.99acres.com/space-soahan-serenity-hoskote-bangalore-east-npxid-r396758,Bangalore
TVS Emerald The Estate,₹ 28.54 L - 2.87 Cr,Land,"571 - 5,743 sq.ft.",Land,https://www.99acres.com/tvs-emerald-the-estate-sarjapur-bangalore-east-npxid-r413094,Bangalore
SNN Raj Serenity,₹ 77 L - 1.4 Cr,2 BHK,"905 - 1,275 sq.ft.",2 BHK,https://www.99acres.com/snn-raj-serenity-begur-road-bangalore-south-npxid-r7334,Bangalore
Phoenix Kessaku,₹ 3.85 - 12.51 Cr,3 BHK,"2,678 - 3,549 sq.ft.",3 BHK,https://www.99acres.com/phoenix-kessaku-rajajinagar-bangalore-west-npxid-r223509,Bangalore
Esteem South Park,₹ 64.66 - 96.19 L,2 BHK,"814 - 1,211 sq.ft.",2 BHK,https://www.99acres.com/esteem-south-park-gottigere-bangalore-south-npxid-r410494,Bangalore
Visalakshi Prakruthi,₹ 72.24 L - 1 Cr,2 BHK,"1,020 - 1,215 sq.ft.",2 BHK,https://www.99acres.com/visalakshi-prakruthi-thanisandra-bangalore-north-npxid-r369318,Bangalore
Brigade Oasis,₹ 1.14 Cr,Land,"2,400 sq.ft.",Land,https://www.99acres.com/brigade-oasis-devanahalli-bangalore-north-npxid-r400446,Bangalore
Nambiar Millennia,₹ 45.06 - 56.39 L,1 BHK,439.1 sq.ft.,1 BHK,https://www.99acres.com/nambiar-millennia-sarjapur-road-bangalore-east-npxid-r385178,Bangalore
Myhna Meadows,₹ 2.97 - 3.99 Cr,4 BHK,"2,352.22 - 3,158.02 sq.ft.",4 BHK,https://www.99acres.com/myhna-meadows-varthur-bangalore-east-npxid-r374322,Bangalore
Sipani Viveza,₹ 72.59 L - 1.05 Cr,1 BHK,441 - 489 sq.ft.,1 BHK,https://www.99acres.com/sipani-viveza-electronics-city-phase-1-bangalore-south-npxid-r337943,Bangalore
ELV High Garden,₹ 1.14 - 3.03 Cr,2 BHK,"910 - 1,035 sq.ft.",2 BHK,https://www.99acres.com/elv-high-garden-whitefield-bangalore-east-npxid-r401503,Bangalore
RK 36 Park Avenue,₹ 62.4 L - 1.04 Cr,Land,"1,200 - 2,000 sq.ft.",Land,https://www.99acres.com/rk-36-park-avenue-sarjapur-bangalore-east-npxid-r400752,Bangalore
Shriram Greenfield,₹ 68.67 L - 1 Cr,2 BHK,"928 - 1,225 sq.ft.",2 BHK,https://www.99acres.com/shriram-greenfield-old-madras-road-bangalore-east-npxid-r74129,Bangalore
Prestige Dew Drops,Price on Request,3 BHK,"2,188 - 2,214 sq.ft.",3 BHK,https://www.99acres.com/prestige-dew-drops-doddaballapur-bangalore-north-npxid-r406658,Bangalore
The Imperial Address,₹ 36 L - 1.08 Cr,Land,"1,200 - 3,600 sq.ft.",Land,https://www.99acres.com/the-imperial-address-chandapura-bangalore-south-npxid-r368750,Bangalore
Brigade Nanda Heights,₹ 1.65 - 3.57 Cr,3 BHK,"992 - 1,590 sq.ft.",3 BHK,https://www.99acres.com/brigade-nanda-heights-uttarahalli-bangalore-south-npxid-r394935,Bangalore
Phoenix One Bangalore West,₹ 4.5 - 4.63 Cr,2 BHK,"929 - 1,254.53 sq.ft.",2 BHK,https://www.99acres.com/phoenix-one-bangalore-west-rajajinagar-bangalore-west-npxid-r8572,Bangalore
Shriram WYT Field,₹ 50.35 - 79.71 L,2 BHK,725 - 888 sq.ft.,2 BHK,https://www.99acres.com/shriram-wyt-field-budigere-cross-bangalore-east-npxid-r354672,Bangalore
KMF Purab Manor,₹ 90 - 95 L,3 BHK,"1,630 - 1,750 sq.ft.",3 BHK,https://www.99acres.com/kmf-purab-manor-kadugodi-bangalore-east-npxid-r6828,Bangalore
Saptagiri Nivas,₹ 54.86 - 68.11 L,2 BHK,"1,035 - 1,285 sq.ft.",2 BHK,https://www.99acres.com/saptagiri-nivas-varthur-bangalore-east-npxid-r380088,Bangalore
Shriram Esquire,₹ 2.8 - 4.49 Cr,2 BHK,939.58 sq.ft.,2 BHK,https://www.99acres.com/shriram-esquire-1st-block-koramangala-bangalore-south-npxid-r409038,Bangalore
Radiance Gardenia,₹ 1.86 - 3.2 Cr,3 BHK,"2,014 - 2,452 sq.ft.",3 BHK,https://www.99acres.com/radiance-gardenia-hennur-road-bangalore-north-npxid-r400756,Bangalore
Meridian Park at The Prestige City,₹ 89.04 L - 1.98 Cr,2 BHK,838 - 986 sq.ft.,2 BHK,https://www.99acres.com/meridian-park-at-the-prestige-city-sarjapur-road-bangalore-east-npxid-r385349,Bangalore
Saritha Serene,₹ 75 - 97.19 L,2 BHK,"882 - 1,000 sq.ft.",2 BHK,https://www.99acres.com/saritha-serene-gunjur-bangalore-east-npxid-r404643,Bangalore
Hatha Svasthya Mandala,₹ 2.65 Cr,4 BHK,"3,300 sq.ft.",4 BHK,https://www.99acres.com/hatha-svasthya-mandala-varthur-bangalore-east-npxid-r396129,Bangalore
Puravankara Purva Park Hill,₹ 1.08 - 1.78 Cr,2 BHK,807.29 - 958.3 sq.ft.,2 BHK,https://www.99acres.com/puravankara-purva-park-hill-kanakapura-road-bangalore-south-npxid-r393857,Bangalore
Aikya Orchid,₹ 60.2 - 92.18 L,2 BHK,"1,075 - 1,248 sq.ft.",2 BHK,https://www.99acres.com/aikya-orchid-varthur-bangalore-east-npxid-r396700,Bangalore
Century Seasons,₹ 60 L - 1.27 Cr,Land,"1,500 - 2,400 sq.ft.",Land,https://www.99acres.com/century-seasons-devanahalli-bangalore-north-npxid-r375494,Bangalore
Vajram Newtown,₹ 79 L - 1.17 Cr,2 BHK,835 - 918 sq.ft.,2 BHK,https://www.99acres.com/vajram-newtown-thanisandra-bangalore-north-npxid-r340175,Bangalore
Visista by Vista Spaces Okas,₹ 91.08 L - 2.06 Cr,3 BHK,"1,011.81 - 2,290 sq.ft.",3 BHK,https://www.99acres.com/visista-by-vista-spaces-okas-yelahanka-bangalore-north-npxid-r399071,Bangalore
Sattva Aqua Vista,₹ 1.96 - 4.65 Cr,3 BHK,"1,287 - 1,507 sq.ft.",3 BHK,https://www.99acres.com/sattva-aqua-vista-bannerghatta-road-bangalore-south-npxid-r391740,Bangalore
Navami Landmaark,₹ 94.06 L - 1.4 Cr,2 BHK,"1,148 - 1,240 sq.ft.",2 BHK,https://www.99acres.com/navami-landmaark-rajarajeshwari-nagar-bangalore-west-npxid-r318571,Bangalore
Bricks and Milestones Wonderwall,₹ 60 L - 1.09 Cr,2 BHK,673 - 701 sq.ft.,2 BHK,https://www.99acres.com/bricks-and-milestones-wonderwall-sarjapur-road-bangalore-east-npxid-r371531,Bangalore
Valmark CityVille,₹ 3.5 - 4.95 Cr,3 BHK,"2,180 - 3,044 sq.ft.",3 BHK,https://www.99acres.com/valmark-cityville-bannerghatta-road-bangalore-south-npxid-r27572,Bangalore
Total Windmills Of Your Mind,₹ 2.57 - 9.09 Cr,2 BHK,"1,431 sq.ft.",2 BHK,https://www.99acres.com/total-windmills-of-your-mind-epip-zone-bangalore-east-npxid-r9802,Bangalore
Prestige Augusta Golf Village,₹ 3.3 - 5.91 Cr,3 BHK,"2,400 - 3,544 sq.ft.",3 BHK,https://www.99acres.com/prestige-augusta-golf-village-horamavu-bangalore-north-npxid-r8156,Bangalore
Aira Hills,₹ 67.2 L - 1.68 Cr,Land,"1,200 - 3,000 sq.ft.",Land,https://www.99acres.com/aira-hills-devanahalli-bangalore-north-npxid-r410081,Bangalore
SJR Palazza City,₹ 90 L - 3.62 Cr,1 BHK,702 sq.ft.,1 BHK,https://www.99acres.com/sjr-palazza-city-sarjapur-road-bangalore-east-npxid-r10672,Bangalore
Elegant Terraces,₹ 86 L - 1.25 Cr,2 BHK,"1,323 - 1,399 sq.ft.",2 BHK,https://www.99acres.com/elegant-terraces-rajarajeshwari-nagar-bangalore-west-npxid-r366866,Bangalore
TVS Emerald Jardin,₹ 46.99 L - 1.15 Cr,1 BHK,615 - 632 sq.ft.,1 BHK,https://www.99acres.com/tvs-emerald-jardin-begur-road-bangalore-south-npxid-r391741,Bangalore
Prestige White Meadows,₹ 5.14 - 14.17 Cr,4 BHK,"4,111 - 7,854 sq.ft.",4 BHK,https://www.99acres.com/prestige-white-meadows-whitefield-bangalore-east-npxid-r768,Bangalore
Preeti Iksa,₹ 1.48 - 2.6 Cr,4 BHK,"2,222 - 3,900 sq.ft.",4 BHK,https://www.99acres.com/preeti-iksa-yelahanka-bangalore-north-npxid-r295551,Bangalore
Shriram The Poem,₹ 77.37 L - 1.15 Cr,2 BHK,603.75 - 735 sq.ft.,2 BHK,https://www.99acres.com/shriram-the-poem-jalahalli-bangalore-north-npxid-r376145,Bangalore
Shriram Blue,₹ 60 L - 3.11 Cr,1 BHK,600 - 650 sq.ft.,1 BHK,https://www.99acres.com/shriram-blue-sonnenahalli-bangalore-east-npxid-r311525,Bangalore
Prestige Elm Park,₹ 2.16 - 3.1 Cr,3 BHK,"1,120 - 1,336 sq.ft.",3 BHK,https://www.99acres.com/prestige-elm-park-whitefield-bangalore-east-npxid-r403083,Bangalore
Mahendra Aarya,Price on Request,2 BHK,809 - 982 sq.ft.,2 BHK,https://www.99acres.com/mahendra-aarya-electronic-city-bangalore-south-npxid-r376808,Bangalore
Tata New Haven,₹ 42.24 L - 1.08 Cr,2 BHK,"708 - 1,736 sq.ft.",2 BHK,https://www.99acres.com/tata-new-haven-tumkur-road-bangalore-west-npxid-r8352,Bangalore
Prestige Elysian,Price on Request,2 BHK,"1,109 sq.ft.",2 BHK,https://www.99acres.com/prestige-elysian-bannerghatta-road-bangalore-south-npxid-r336635,Bangalore
RAK Felicity,Price on Request,3 BHK,"1,978.7 - 2,487.25 sq.ft.",3 BHK,https://www.99acres.com/rak-felicity-devanahalli-bangalore-north-npxid-r404323,Bangalore
UKn The Belvedere Airport District,Price on Request,1 BHK,630 - 780 sq.ft.,1 BHK,https://www.99acres.com/ukn-the-belvedere-airport-district-devanahalli-bangalore-north-npxid-r260680,Bangalore
Sobha Royal Pavilion,₹ 1.16 - 2.32 Cr,2 BHK,"1,300 - 1,506 sq.ft.",2 BHK,https://www.99acres.com/sobha-royal-pavilion-sarjapur-road-bangalore-east-npxid-r324453,Bangalore
Svamitva Terravana,₹ 1.2 - 1.75 Cr,3 BHK,"1,655 - 2,414 sq.ft.",3 BHK,https://www.99acres.com/svamitva-terravana-kanakapura-road-bangalore-south-npxid-r371538,Bangalore
Nambiar Ellegenza,₹ 3.8 - 5.23 Cr,3 BHK,"2,551 - 2,582 sq.ft.",3 BHK,https://www.99acres.com/nambiar-ellegenza-sarjapur-road-bangalore-east-npxid-r308077,Bangalore
Purva Westend,₹ 1.19 - 1.69 Cr,2 BHK,"1,188 - 1,221 sq.ft.",2 BHK,https://www.99acres.com/purva-westend-garebhavipalya-bangalore-south-npxid-r18906,Bangalore
L And T Olivia,₹ 1.69 - 3.45 Cr,3 BHK,"1,355 - 1,935 sq.ft.",3 BHK,https://www.99acres.com/l-and-t-olivia-hebbal-bangalore-north-npxid-r382970,Bangalore
Reddy Manyata Midlands,₹ 26.76 - 93.78 L,Land,"892 - 3,126 sq.ft.",Land,https://www.99acres.com/reddy-manyata-midlands-anekal-bangalore-south-npxid-r405000,Bangalore
Godrej Royale Woods,₹ 61.45 L - 1.47 Cr,1 BHK,400 - 476 sq.ft.,1 BHK,https://www.99acres.com/godrej-royale-woods-devanahalli-bangalore-north-npxid-r353223,Bangalore
Sowparnika Olivia Nest,₹ 56.49 - 73.38 L,1 BHK,334.01 sq.ft.,1 BHK,https://www.99acres.com/sowparnika-olivia-nest-sarjapur-bangalore-east-npxid-r401135,Bangalore
Vision Sky View Smart and Enclave,₹ 23.99 - 47.99 L,Land,"600 - 1,200 sq.ft.",Land,https://www.99acres.com/vision-sky-view-smart-and-enclave-bagalur-bangalore-north-npxid-r413408,Bangalore
Hima Sai Heights,₹ 1.04 - 1.45 Cr,2 BHK,"1,256 sq.ft.",2 BHK,https://www.99acres.com/hima-sai-heights-jp-nagar-bangalore-south-npxid-r369450,Bangalore
Dwarakamai Apex Villas,₹ 2.75 - 4.59 Cr,3 BHK,"1,408 - 3,035 sq.ft.",3 BHK,https://www.99acres.com/dwarakamai-apex-villas-whitefield-bangalore-east-npxid-r327817,Bangalore
